key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1115028148,Design and implementation of a standards-based interoperable clinical decision support architecture in the context of the Korean EHR.,2010,9,,International journal of medical informatics,1872-8243 (Electronic),79,9,611-22,Cho I and Kim J and Kim JH and Kim HY and Kim Y,https://pubmed.ncbi.nlm.nih.gov/20620098/,eng,,Ireland,"BACKGROUND: In 2000 the Korean government initiated efforts to secure healthcare accessibility and efficiency anytime and anywhere via the nationwide healthcare information system by the end of 2010. According to the master plan, electronic health record (EHR) research and development projects were designed in 2005. One subproject was the design and implementation of standards-based interoperable clinical decision support (CDS) capabilities in the context of the EHR system. OBJECTIVE: The purpose of this study was to describe the challenges, process, and outcomes of defining and implementing a national CDS architecture to stimulate and motivate the widespread adoption of CDS services in Korea. METHODS: CDS requirements and design principles were established by conducting a selective literature review and a survey of clinicians, managers, and hospital and industrial health information technology engineers regarding issues related to CDS architectures. The previous relevant works of the American Medical Informatics Association, the Healthcare Information and Management Systems Society, and Health Level Seven were used to validate the scope and themes of the service architecture. The Arden Syntax, Standards-Based Sharable Active Guideline Environment, First DataBank, and SEBASTIAN approaches were used to assess the coverage of the application architecture thus defined. A CDS prototype of an outpatient hypertension management system was implemented and assessed in a simulated experimental setting to evaluate the feasibility of the proposed architecture. RESULTS: Four CDS service features were identified: knowledge application, knowledge management, audit and evaluation, and CDS and knowledge governance. Five core components of CDS application architecture were also identified: knowledge-execution component, knowledge-authoring component, data-interface component, knowledge repository, and service-interface component. The coverage and characteristics of the architecture identified herein were found to be comparable with those described previously. Two scenarios of deployment architecture were identified in the context of Korean healthcare. The preliminary feasibility test revealed that the architecture exhibited good performance and made it easy to integrate patient data. CONCLUSION: We have described the efforts that have been made to realize CDS service features, core components, application, and deployment architectures in the context of the Korean EHR. These outcomes showed the potential to contribute to the adoption of CDS at the national level.",RAYYAN-LABELS: Some Focus,10.1016/j.ijmedinf.2010.06.002,"Ambulatory Care;Decision Support Systems, Clinical/*standards;Diffusion of Innovation;*Electronic Health Records;Humans;Hypertension/therapy;Korea;Outcome and Process Assessment, Health Care",20620098,
rayyan-1115028149,Creating a climate that catalyses healthcare innovation in the United Kingdom - learning lessons from international innovators.,2017,1,25,Journal of innovation in health informatics,2058-4563 (Electronic),23,4,882,Cresswell K and Cunningham-Burley S and Sheikh A,https://pubmed.ncbi.nlm.nih.gov/28346133/,eng,,England,"BACKGROUND: The United Kingdom (UK) lags behind other high-income countries in relation to technological innovation in healthcare. In order to inform UK strategy on how to catalyse innovation, we sought to understand what national strategies can help to promote a climate for innovation in healthcare settings by extracting lessons for the UK from international innovators. METHODS: We undertook a series of qualitative semi-structured interviews with senior international innovators from a range of health related policy, care/service delivery, commercial and academic backgrounds. Thematic analysis helped to explore how different stakeholder groups could facilitate/inhibit innovation at individual, organisational, and wider societal levels. RESULTS: We conducted 14 interviews and found that a conducive climate for healthcare innovation comprised of national/regional strategies stimulating commercial competition, promoting public/private relationships, and providing central direction (e.g. incentives for adoption and regulation through standards) without being restrictive. Organisational attitudes with a willingness to experiment and to take risks were also seen as important, but a bottom-up approach to innovation, based on the identification of clinical need, was seen as a crucial first step to construct relevant national policies. CONCLUSIONS: There is now a need to create mechanisms through which frontline National Health Service staff in relation can raise ideas/concerns and suggest opportunities for improvement, and then build national innovation environments that seek to address these needs. This should be accompanied by creating competitive health technology markets to stimulate a commercial environment that attracts high-quality health information technology experts and innovators working in partnership with staff and patients.",RAYYAN-LABELS: High Focus,10.14236/jhi.v23i4.882,*Delivery of Health Care;*Diffusion of Innovation;Global Health;Health Policy;Humans;Interviews as Topic;*Learning;National Health Programs;*Organizational Innovation;Qualitative Research;United Kingdom,28346133,
rayyan-1115028150,Accelerating U.S. EHR adoption: how to get there from here. recommendations based on the 2004 ACMI retreat.,2005,1,,Journal of the American Medical Informatics Association : JAMIA,1067-5027 (Print),12,1,13-9,Middleton B and Hammond WE and Brennan PF and Cooper GF,https://pubmed.ncbi.nlm.nih.gov/15492028/,eng,,England,"Despite growing support for the adoption of electronic health records (EHR) to improve U.S. healthcare delivery, EHR adoption in the United States is slow to date due to a fundamental failure of the healthcare information technology marketplace. Reasons for the slow adoption of healthcare information technology include a misalignment of incentives, limited purchasing power among providers, variability in the viability of EHR products and companies, and limited demonstrated value of EHRs in practice. At the 2004 American College of Medical Informatics (ACMI) Retreat, attendees discussed the current state of EHR adoption in this country and identified steps that could be taken to stimulate adoption. In this paper, based upon the ACMI retreat, and building upon the experiences of the authors developing EHR in academic and commercial settings we identify a set of recommendations to stimulate adoption of EHR, including financial incentives, promotion of EHR standards, enabling policy, and educational, marketing, and supporting activities for both the provider community and healthcare consumers.",RAYYAN-LABELS: High Focus,10.1197/jamia.M1669,"*Diffusion of Innovation;Health Policy;Medical Records Systems, Computerized/economics/standards/*statistics & numerical           data;United States",15492028,PMC543821
rayyan-1115028151,Logistics performance: critical factors in the implementation of end-of-life management practices in the pharmaceutical care process.,2023,3,,Environmental science and pollution research international,1614-7499 (Electronic),30,11,29206-29228,de Campos EAR and de Paula IC and Caten CST and Tsagarakis KP and Ribeiro JLD,https://pubmed.ncbi.nlm.nih.gov/36409409/,eng,,Germany,"The management of healthcare waste and end-of-life medication coming from different sources are primary challenges faced by public health leaders. Several factors may be considered critical and inhibitive to reverse logistics within the context of waste management processes. If those factors are not addressed, they may become obstacles to reverse logistics implementation. The purpose of this study is to evaluate the effect that critical factors play in the adoption of end-of-life management practices for medication and its influence on logistics performance. Literature provided some critical factors: management factor, collaboration factor, information technology factor, infrastructure factor, politics factor, financial and economic factor, end-of-life management practices, and logistics performance factor. A sample of 67 professionals from the public pharmaceutical care process answered a structured questionnaire. The collected data was analyzed using partial least square-structural equation modeling. The theoretical structural test confirmed eleven out of the fifteen hypotheses considered. The results have indicated that end-of-life management practices exert a direct influence on logistics performance. The analysis confirmed a direct effect of the information technology factor on end-of-life management practices, but not a moderation effect. Findings have contributed to the literature by providing deeper insights into the relationship between end-of-life management practices for medicines and logistics performance. Moreover, it supports health managers' decision-making in the pharmaceutical care process improvement and engagement with solid waste management policies.",RAYYAN-LABELS: Some Focus,10.1007/s11356-022-24035-z,*Waste Management/methods;Solid Waste;*Pharmaceutical Services,36409409,PMC9676775
rayyan-1115028152,The implications of e-health system delivery strategies for integrated healthcare: lessons from England.,2013,5,,International journal of medical informatics,1872-8243 (Electronic),82,5,e96-e106,Eason K and Waterson P,https://pubmed.ncbi.nlm.nih.gov/23266062/,eng,,Ireland,"PURPOSE: This paper explores the implications that different technical strategies for sharing patient information have for healthcare workers and, as a consequence, for the extent to which these systems provide support for integrated care. METHODS: Four technical strategies were identified and the forms of coupling they made with healthcare agencies were classified. A study was conducted in England to examine the human and organizational implications of systems implemented by these four strategies. Results were used from evaluation reports of two systems delivered as part of the NPfIT (National Programme for Information Technology) and from user responses to systems delivered in two local health communities in England. In the latter study 40 clinical respondents reported the use of systems to support integrated care in six healthcare pathways. RESULTS: The implementation of a detailed care record system (DCRS) in the NPfIT was problematic because it could not meet the diverse needs of all healthcare agencies and it required considerable local customization. The programme evolved to allow different systems to be delivered for each local health community. A national Summary Care Record (SCR) was implemented but many concerns were raised about wide access to confidential patient information. The two technical strategies that required looser forms of coupling and were under local control led to wide user adoption. The systems that enabled data to be transferred between local systems were successfully used to support integrated care in specific healthcare pathways. The portal approach gave many users an opportunity to view patient data held on a number of databases and this system evolved over a number of years as a result of requests from the user community. CONCLUSIONS: The UK national strategy to deliver single shared database systems requires tight coupling between many users and has led to poor adoption because of the diverse needs of healthcare agencies. Sharing patient information has been more successful when local systems have been developed to serve particular healthcare pathways or when separate databases are viewable through a portal. On the basis of this evidence technical strategies that permit the local design of tight coupling are necessary if information systems are to support integrated care in healthcare pathways.",RAYYAN-LABELS: Some Focus,10.1016/j.ijmedinf.2012.11.004,"*Cooperative Behavior;Databases, Factual;*Delivery of Health Care;Delivery of Health Care, Integrated/*methods/*organization & administration;*Electronic Health Records;Humans;Information Systems;*Telemedicine",23266062,
rayyan-1115028153,Evaluation of a shared decision-making intervention for pediatric patients with asthma in the emergency department.,2020,,,Implementation science communications,2662-2211 (Electronic),1,,22,Reeves K and O'Hare K and Shade L and Ludden T and McWilliams A and Manning M and Hogg M and Reynolds S and Shea CM and Burton EC and Calvert M and Derkowski DM and Tapp H,https://pubmed.ncbi.nlm.nih.gov/32885182/,eng,,England,"BACKGROUND: Asthma is a difficult-to-manage chronic disease marked with associated outcome disparities including an increase rate of emergency department (ED) visits for uncontrolled asthma among patients who are most at-risk. Shared decision making (SDM) is a process by which the patient and provider jointly make a healthcare choice. SDM improves patient outcomes; however, implementation barriers of time constraints and staff availability are limitations. The use of health IT solutions may increase the adoption of SDM, but best practices for implementation are not well understood. The Consolidated Framework for Implementation Research (CFIR) is a flexible comprehensive model used to identify barriers and facilitators influencing implementation. The goal of this study is to implement an innovative web-based pediatric SDM tool in the real-world setting of two large healthcare system EDs through the following aims: (1) convene a patient, research, and ED stakeholder advisory board to oversee review of protocol and study materials prior to implementation, (2) implement the SDM intervention where providers and staff will be trained to incorporate use of this SDM intervention, (3) conduct on-going evaluation of barriers, facilitators, and implementation outcomes to tailor implementation in the EDs, (4) evaluate patient-centered outcomes of primary care utilization and changes in ED visits and hospitalizations before and after the SDM intervention, and (5) understand and document best practices for ED implementation. METHODS: The CFIR model will guide the implementation evaluation. Researchers will administer surveys to the clinical team and patients at baseline, 3, 6, and 12 months to inform implementation design, determine barriers and facilitators, and resource-needs to allow for real-time process adjustments within the EDs. Focus group or key-informant interviews and analysis will provide additional feedback to the stakeholder team to iterate the implementation process. Researchers will track patient-centered outcomes including increased primary care, ED, and inpatient utilization over the duration of the study. DISCUSSION: To advance asthma care and the field of implementation science, further research is needed to assess best practices for incorporating SDM into high-need healthcare settings such as the ED. This knowledge will facilitate improved outcomes and appropriate policy changes towards further use of SDM interventions in local and national acute care settings.",RAYYAN-LABELS: Some Focus,10.1186/s43058-020-00010-y,"",32885182,PMC7427946
rayyan-1115028154,"Information technology in health care: it's about privacy, patient care and getting paid.",2002,7,,Healthcare leadership & management report,1533-2292 (Print),10,7,"1-6, 8","",https://pubmed.ncbi.nlm.nih.gov/12233011/,eng,,United States,"While the healthcare provider industry's adoption of information may be considered to be slow, there are thousands of efforts to put technology to work to improve the bottom line and the missions of healthcare organizations. Healthcare Leadership & Management Report has published case studies of information technology implementation in recent issues and we would like to hear from healthcare leaders about their experiences with IT implementation success or failure. We will be happy to accept written submissions, or we will work with your staff to write the story so that our readers may benefit from your experience.",RAYYAN-LABELS: High Focus,,"Caregivers;Communication;*Confidentiality;Health Insurance Portability and Accountability Act;Humans;*Insurance, Health, Reimbursement;Management Information Systems/*statistics & numerical data;Medical Records Systems, Computerized;Personnel Staffing and Scheduling;United States",12233011,
rayyan-1115028155,Understanding barriers and facilitators to the use of Clinical Information Systems for intensive care units and Anesthesia Record Keeping: A rapid ethnography.,2015,7,,International journal of medical informatics,1872-8243 (Electronic),84,7,500-11,Saleem JJ and Plew WR and Speir RC and Herout J and Wilck NR and Ryan DM and Cullen TA and Scott JM and Beene MS and Phillips T,https://pubmed.ncbi.nlm.nih.gov/25843931/,eng,,Ireland,"OBJECTIVE: This study evaluated the current use of commercial-off-the-shelf Clinical Information Systems (CIS) for intensive care units (ICUs) and Anesthesia Record Keeping (ARK) for operating rooms and post-anesthesia care recovery settings at three Veterans Affairs Medical Centers (VAMCs). Clinicians and administrative staff use these applications at bedside workstations, in operating rooms, at nursing stations, in physician's rooms, and in other various settings. The intention of a CIS or an ARK system is to facilitate creation of electronic records of data, assessments, and procedures from multiple medical devices. The US Department of Veterans Affairs (VA) Office of the Chief of Nursing Informatics sought to understand usage barriers and facilitators to optimize these systems in the future. Therefore, a human factors study was carried out to observe the CIS and ARK systems in use at three VAMCs in order to identify best practices and suggested improvements to currently implemented CIS and ARK systems. METHODS: We conducted a rapid ethnographic study of clinical end-users interacting with the CIS and ARK systems in the critical care and anesthesia care areas in each of three geographically distributed VAMCs. Two observers recorded interactions and/or interview responses from 88 CIS and ARK end-users. We coded and sorted into logical categories field notes from 69 shadowed participants. The team transcribed and combined data from key informant interviews with 19 additional participants with the observation data. We then integrated findings across observations into meaningful patterns and abstracted the data into themes, which translated directly to barriers to effective adoption and optimization of the CIS and ARK systems. RESULTS: Effective optimization of the CIS and ARK systems was impeded by: (1) integration issues with other software systems; (2) poor usability; (3) software challenges; (4) hardware challenges; (5) training concerns; (6) unclear roles and lack of coordination among stakeholders; and (7) insufficient technical support. Many of these barriers are multi-faceted and have associated sub-barriers, which are described in detail along with relevant quotes from participants. In addition, regionalized purchases of different CIS and ARK systems, as opposed to enterprise level purchases, contributed to some of the identified barriers. Facilitators to system use included (1) automation and (2) a dedicated facility-level CIS-ARK Coordinator. CONCLUSIONS: We identified barriers that explain some of the challenges with the optimization of the CIS and ARK commercial systems across the Veterans Health Administration (VHA). To help address these barriers, and evolve them into facilitators, we categorized report findings as (1) interface and system-level changes that vendors or VA healthcare systems can implement; (2) implementation factors under VA control and not under VA control; and (3) factors that may be used to inform future application purchases. We outline several recommendations for improved adoption of CIS and ARK systems and further recommend that human factors engineering and usability requirements become an integral part of VA health information technology (HIT) application procurement, customization, and implementation in order to help eliminate or mitigate some of the barriers of use identified in this study. Human factors engineering methods can be utilized to apply a user-centered approach to application requirements specification, application evaluation, system integration, and application implementation.",RAYYAN-LABELS: Some Focus,10.1016/j.ijmedinf.2015.03.006,"*Anesthesia;*Anthropology, Cultural;Delivery of Health Care/*statistics & numerical data;Electronic Health Records/*statistics & numerical data;Humans;Intensive Care Units/*organization & administration;Medical Informatics/*statistics & numerical data",25843931,PMC5600485
rayyan-1115028156,Electronic Dental Record (EDR) Use in Saudi Arabia: An Exploratory Study.,2014,,,Studies in health technology and informatics,1879-8365 (Electronic),202,,169-72,Almaiman A and Bahkali S and Bahkali A and Almaiman S and Elmetwally A and Househ M,https://pubmed.ncbi.nlm.nih.gov/25000043/,eng,,Netherlands,"The purpose of this exploratory study is to provide an overview of the electronic dental records (EDR) systems used at National Guard Health Affair (NGHA) hospitals in the Kingdom of Saudi Arabia (KSA). Different sources of data were collected between February 18 and March 16, 2014. Sources of data included interviews with key informants. Key informants interviews included one 30 minute interview with an information technology specialist working at NGHA; seven 30-40 minute interview with dentists working in both the NGHA hospital and affiliated NGHA Primary Healthcare Clinics (PHCs). Two dental ward clerks were interviewed for 30 minutes and two dental directors were interviewed for 1 hour each. Four main themes emerged as a result of the analysis of the data. The main themes that emerged centered on staff satisfaction and workload, incomplete information, missing files, and adoption of EDRs. There were several challenges identified with the use of EDRs in Saudi Arabia. The challenges related to resistance to use the EDRs by clinical staff; lack of computer skills by clinical staff; usability of the systems; lack of interest in using EDRs; and lack of a clear management change strategy. Moving forward, these issues should be addressed so that more EDRs are implemented in all healthcare institutions in Saudi Arabia.",RAYYAN-LABELS: High Focus,,*Attitude of Health Personnel;Attitude to Computers;Computer Literacy/statistics & numerical data;Consumer Behavior/statistics & numerical data;Dental Informatics/statistics & numerical data;Dental Records/*statistics & numerical data;Dental Staff/*statistics & numerical data;Dentists/*statistics & numerical data;Electronic Health Records/*statistics & numerical data;Saudi Arabia;*Utilization Review,25000043,
rayyan-1115028157,Patient portal access for caregivers of adult and geriatric patients: reframing the ethics of digital patient communication.,2023,3,,Journal of medical ethics,1473-4257 (Electronic),49,3,156-159,Ganta T and Appel JM and Genes N,https://pubmed.ncbi.nlm.nih.gov/35437282/,eng,,England,"Patient portals are poised to transform health communication by empowering patients with rapid access to their own health data. The 21st Century Cures Act is a US federal law that, among other provisions, prevents health entities from engaging in practices that disrupt the exchange of electronic health information-a measure that may increase the usage of patient health portals. Caregiver access to patient portals, however, may lead to breaches in patient privacy and confidentiality if not managed properly through proxy accounts. We present an ethical framework that guides policy and clinical workflow development for healthcare institutions to support the best use of patient portals. Caregivers are vital members of the care team and should be supported through novel forms of health information technology (IT). Patients, however, may not want all information to be shared with their proxies so healthcare institutions must support the development and use of separate proxy accounts as opposed to using the patient's own account as well provide controls for limiting the scope of information displayed in the proxy accounts. Lastly, as socioeconomic barriers to adoption of health IT persist, healthcare providers must work to ensure multiple streams of patient communication, to prevent further propagating health inequities.",RAYYAN-LABELS: High Focus,10.1136/medethics-2021-107759,Humans;Adult;Aged;*Patient Portals;Caregivers;Electronic Health Records;Communication;Confidentiality,35437282,
rayyan-1115028159,Adoption of a Digital Patient Health Passport as Part of a Primary Healthcare Service Delivery: Systematic Review.,2022,11,1,Journal of personalized medicine,2075-4426 (Print),12,11,,Tuan Soh TY and Nik Mohd Rosdy NMM and Mohd Yusof MYP and Azhar Hilmy SH and Md Sabri BA,https://pubmed.ncbi.nlm.nih.gov/36579540/,eng,,Switzerland,"The utilization of digital personal health records is considered to be appropriate for present-time usage; it is expected to further enhance primary care's quality-of-service delivery. Despite numerous studies conducted on digital personal health records, efforts in a systematic evaluation of the topic have failed to establish the specific benefits gained by patients, health providers, and healthcare systems. This study aimed to conduct a systematic review regarding the impact of digital personal health records in relation to the delivery of primary care. The review methods included five methodological elements that were directed by the review protocol 2020 (PRISMA). Over a time period of 10 years (2011-2021), 2492 articles were retrieved from various established databases, including Scopus, Web of Science, PubMed, EBSCO-Medline, and Google Scholar, and based on reference mining. The Mixed Method Appraisal Tool (MMAT) was used for quality appraisal. A thematic analysis was performed to develop the themes in this study. The thematic analysis performed on 13 articles resulted in seven main themes, which were empowering the patient, helping with communication, improving relationships, improving the quality of care, maintaining health records, sharing records, and saving time. We concluded the study by expanding the seven themes into 26 sub-themes, of which each served as answers to our main research question that prompted this systematic review.",RAYYAN-LABELS: High Focus,10.3390/jpm12111814,"",36579540,PMC9694834
rayyan-1115028160,Common data elements for substance use disorders in electronic health records: the NIDA Clinical Trials Network experience.,2013,1,,"Addiction (Abingdon, England)",1360-0443 (Electronic),108,1,3-8,Ghitza UE and Gore-Langton RE and Lindblad R and Shide D and Subramaniam G and Tai B,https://pubmed.ncbi.nlm.nih.gov/22563741/,eng,,England,"AIMS: Electronic health records (EHRs) are essential in improving quality and enhancing efficiency of health-care delivery. By 2015, medical care receiving service reimbursement from US Centers for Medicare and Medicaid Services (CMS) must show 'meaningful use' of EHRs. Substance use disorders (SUD) are grossly under-detected and under-treated in current US medical care settings. Hence, an urgent need exists for improved identification of and clinical intervention for SUD in medical settings. The National Institute on Drug Abuse Clinical Trials Network (NIDA CTN) has leveraged its infrastructure and expertise and brought relevant stakeholders together to develop consensus on brief screening and initial assessment tools for SUD in general medical settings, with the objective of incorporation into US EHRs. METHODS: Stakeholders were identified and queried for input and consensus on validated screening and assessment for SUD in general medical settings to develop common data elements to serve as shared resources for EHRs on screening, brief intervention and referral to treatment (SBIRT), with the intent of supporting interoperability and data exchange in a developing Nationwide Health Information Network. RESULTS: Through consensus of input from stakeholders, a validated screening and brief assessment instrument, supported by Clinical Decision Support tools, was chosen to be used at out-patient general medical settings. CONCLUSIONS: The creation and adoption of a core set of validated common data elements and the inclusion of such consensus-based data elements for general medical settings will enable the integration of SUD treatment within mainstream health care, and support the adoption and 'meaningful use' of the US Office of the National Coordinator for Health Information Technology (ONC)-certified EHRs, as well as CMS reimbursement.",RAYYAN-LABELS: High Focus,10.1111/j.1360-0443.2012.03876.x,Clinical Trials as Topic;Consensus;Early Diagnosis;*Electronic Health Records;Humans;National Institute on Drug Abuse (U.S.);Psychometrics;Substance Abuse Detection;Substance-Related Disorders/*diagnosis;Surveys and Questionnaires;United States,22563741,
rayyan-1115028161,Implementing an evidence-based computerized decision support system to improve patient care in a general hospital: the CODES study protocol for a randomized controlled trial.,2016,7,7,Implementation science : IS,1748-5908 (Electronic),11,1,89,Moja L and Polo Friz H and Capobussi M and Kwag K and Banzi R and Ruggiero F and González-Lorenzo M and Liberati EG and Mangia M and Nyberg P and Kunnamo I and Cimminiello C and Vighi G and Grimshaw J and Bonovas S,https://pubmed.ncbi.nlm.nih.gov/27389248/,eng,,England,"BACKGROUND: Computerized decision support systems (CDSSs) are information technology-based software that provide health professionals with actionable, patient-specific recommendations or guidelines for disease diagnosis, treatment, and management at the point-of-care. These messages are intelligently filtered to enhance the health and clinical care of patients. CDSSs may be integrated with patient electronic health records (EHRs) and evidence-based knowledge. METHODS/DESIGN: We designed a pragmatic randomized controlled trial to evaluate the effectiveness of patient-specific, evidence-based reminders generated at the point-of-care by a multi-specialty decision support system on clinical practice and the quality of care. We will include all the patients admitted to the internal medicine department of one large general hospital. The primary outcome is the rate at which medical problems, which are detected by the decision support software and reported through the reminders, are resolved (i.e., resolution rates). Secondary outcomes are resolution rates for reminders specific to venous thromboembolism (VTE) prevention, in-hospital all causes and VTE-related mortality, and the length of hospital stay during the study period. DISCUSSION: The adoption of CDSSs is likely to increase across healthcare systems due to growing concerns about the quality of medical care and discrepancy between real and ideal practice, continuous demands for a meaningful use of health information technology, and the increasing use of and familiarity with advanced technology among new generations of physicians. The results of our study will contribute to the current understanding of the effectiveness of CDSSs in primary care and hospital settings, thereby informing future research and healthcare policy questions related to the feasibility and value of CDSS use in healthcare systems. This trial is seconded by a specialty trial randomizing patients in an oncology setting (ONCO-CODES). TRIAL REGISTRATION: ClinicalTrials.gov, https://clinicaltrials.gov/ct2/show/NCT02577198?term=NCT02577198&rank=1.",RAYYAN-LABELS: High Focus,10.1186/s13012-016-0455-x,"*Decision Support Systems, Clinical;Delivery of Health Care/*methods;Evidence-Based Medicine/*methods;*Hospitals, General;Humans;Patient Care/*methods;Quality of Health Care;*Research Design",27389248,PMC4936265
rayyan-1115028162,Perceptions of Practitioners on Telehealth and App Use for Smoking Cessation and COPD Care-An Exploratory Study.,2020,12,15,"Medicina (Kaunas, Lithuania)",1648-9144 (Electronic),56,12,,Haluza D and Saustingl M and Halavina K,https://pubmed.ncbi.nlm.nih.gov/33333856/,eng,,Switzerland,"Background and objectives: With the digitalization of modern healthcare delivery, digital media adoption in clinical practice is increasing. Also, healthcare professionals are more and more confronted with patients using smartphone-based health applications (apps). This exploratory study aimed at surveying perceptions on such apps in the context of lung health among a cross section of Austrian practitioners involved in pulmonary care. Materials and Methods: The online questionnaire in German assessed socio-demographic characteristics, telehealth readiness as well as opinions on smoke-free and COPD (chronic obstructive pulmonary disease) apps. We used descriptive statistics to report the finding. Results: We received valid responses from 55 participants (mean age 52.3 years, 69.1% males). Telehealth readiness was medium, indicating existence of certain barriers adversely impacting telehealth use. As for apps targeting smoking cessation and COPD, respondents indicated high relevance for visualization aspects for patients and control/overview features for the treating doctors. Only 40% of participants indicated that they would recommend a COPD app to an older patient. Conclusions: In smoking cessation therapy, doctors commonly adhere to the ""5 A's"": Ask, Advise, Assess, Assist, and Arrange. We suggest adding ""App"" as sixth A, assuming that in patient follow-up most of the other A's could also be supported or even replaced by app features in the challenging task to tackle smoking-associated non-communicable diseases.",RAYYAN-LABELS: High Focus,10.3390/medicina56120698,"Female;Humans;Internet;Male;Middle Aged;*Mobile Applications;Perception;*Pulmonary Disease, Chronic Obstructive/therapy;*Smoking Cessation;*Telemedicine",33333856,PMC7765310
rayyan-1115028163,Nurses' experiences using a nursing information system: early stage of technology implementation.,2007,9,,"Computers, informatics, nursing : CIN",1538-2931 (Print),25,5,294-300,Lee TT,https://pubmed.ncbi.nlm.nih.gov/17827993/,eng,,United States,"Adoption of information technology in nursing practice has become a trend in healthcare. The impact of this technology on users has been widely studied, but little attention has been given to its influence at the beginning stage of implementation. Knowing the barriers to adopting technology could shorten this transition stage and minimize its negative influences. The purpose of this study was to explore nurses' experiences in the early stage of implementing a nursing information system. Focus groups were used to collect data at a medical center in Taiwan. The results showed that nurses had problems with the system's content design, had insufficient training, were concerned about data security, were stressed by added work, and experienced poor interdisciplinary cooperation. To smooth this beginning stage, the author recommends involving nurses early in the system design, providing sufficient training in keyboard entry skills, redesigning workflow, and improving interdisciplinary communication.",RAYYAN-LABELS: Some Focus,10.1097/01.NCN.0000289166.61863.0b,"Adult;*Attitude of Health Personnel;*Attitude to Computers;Burnout, Professional/etiology/psychology;Computer Literacy;Computer Security;Computer User Training;Cooperative Behavior;Education, Nursing, Continuing;Female;Focus Groups;Health Knowledge, Attitudes, Practice;Hospitals, Teaching;Humans;Interprofessional Relations;Longitudinal Studies;Medical Records Systems, Computerized/*organization & administration;Nursing Informatics/education/organization & administration;Nursing Methodology Research;*Nursing Records/standards;*Nursing Staff, Hospital/education/psychology;Qualitative Research;Surveys and Questionnaires;Taiwan",17827993,
rayyan-1115028165,Meaningful Use of Electronic Health Records: Experiences From the Field and Future Opportunities.,2015,9,18,JMIR medical informatics,2291-9694 (Print),3,3,e30,Slight SP and Berner ES and Galanter W and Huff S and Lambert BL and Lannon C and Lehmann CU and McCourt BJ and McNamara M and Menachemi N and Payne TH and Spooner SA and Schiff GD and Wang TY and Akincigil A and Crystal S and Fortmann SP and Bates DW,https://pubmed.ncbi.nlm.nih.gov/26385598/,eng,,Canada,"BACKGROUND: With the aim of improving health care processes through health information technology (HIT), the US government has promulgated requirements for ""meaningful use"" (MU) of electronic health records (EHRs) as a condition for providers receiving financial incentives for the adoption and use of these systems. Considerable uncertainty remains about the impact of these requirements on the effective application of EHR systems. OBJECTIVE: The Agency for Healthcare Research and Quality (AHRQ)-sponsored Centers for Education and Research in Therapeutics (CERTs) critically examined the impact of the MU policy relating to the use of medications and jointly developed recommendations to help inform future HIT policy. METHODS: We gathered perspectives from a wide range of stakeholders (N=35) who had experience with MU requirements, including academicians, practitioners, and policy makers from different health care organizations including and beyond the CERTs. Specific issues and recommendations were discussed and agreed on as a group. RESULTS: Stakeholders' knowledge and experiences from implementing MU requirements fell into 6 domains: (1) accuracy of medication lists and medication reconciliation, (2) problem list accuracy and the shift in HIT priorities, (3) accuracy of allergy lists and allergy-related standards development, (4) support of safer and effective prescribing for children, (5) considerations for rural communities, and (6) general issues with achieving MU. Standards are needed to better facilitate the exchange of data elements between health care settings. Several organizations felt that their preoccupation with fulfilling MU requirements stifled innovation. Greater emphasis should be placed on local HIT configurations that better address population health care needs. CONCLUSIONS: Although MU has stimulated adoption of EHRs, its effects on quality and safety remain uncertain. Stakeholders felt that MU requirements should be more flexible and recognize that integrated models may achieve information-sharing goals in alternate ways. Future certification rules and requirements should enhance EHR functionalities critical for safer prescribing of medications in children.",RAYYAN-LABELS: High Focus,10.2196/medinform.4457,"",26385598,PMC4704893
rayyan-1115028167,Implementing an online reporting system in the anatomical pathology department of a tertiary care teaching hospital in India: a case study.,2013,,,Perspectives in health information management,1559-4122 (Electronic),10,,1c,Radhakrishna K and Correa M and Thounaojam D and Raj TD,https://pubmed.ncbi.nlm.nih.gov/23861673/,eng,,United States,"This article presents a case study in designing, developing, and implementing a web-enabled reporting application for the anatomical pathology (histopathology) department of a tertiary care teaching hospital in India. The article describes workflows, requirements assessment, and implementation methods that the investigators adopted for deploying the solution. The primary focus of the study was to demonstrate the requirements assessment performed, the strategies adopted, and the challenges encountered during the development and implementation. The study demonstrates a successful deployment as well as successful adoption of healthcare information technology by the end users. Factors that played a crucial role in adoption included the combination of people, processes, and technology. The lessons learned from this study would help application developers design efficient systems that suit the requirements of the end users while keeping in mind the ever-changing need for workflows and scalability in a developing country.",RAYYAN-LABELS: High Focus,,"Hospitals, Teaching;Humans;India;Internet;*Online Systems;Organizational Case Studies;Pathology Department, Hospital/*organization & administration;Systems Integration;Tertiary Healthcare;Workload",23861673,PMC3709876
